geometry;ID;code_dpt;nom_dpt;nom_reg;num_circ;code_reg
"{""type"":""Polygon"",""coordinates"":[[[4.833349,48.117511],[4.940543,48.126471],[5.022434,48.105337],[5.025536,48.177546],[5.146453,48.183375],[5.264589,48.130532],[5.426751,48.153341],[5.454417,48.214822],[5.515919,48.206623],[5.588425,48.273763],[5.526527,48.346856],[5.409779,48.39262],[5.470062,48.420929],[5.327371,48.509324],[5.272637,48.514317],[5.117875,48.58689],[5.006401,48.611389],[4.988428,48.684428],[4.911002,48.688852],[4.768136,48.593437],[4.79918,48.529789],[4.670183,48.531887],[4.653469,48.470557],[4.716525,48.394345],[4.814218,48.323011],[4.862336,48.19818],[4.833349,48.117511]]]}";52002;52;HAUTE-MARNE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2;44
"{""type"":""Polygon"",""coordinates"":[[[-0.859728,48.110749],[-0.683925,47.974716],[-0.492841,48.096597],[-0.34373,48.132527],[-0.253808,48.136529],[-0.146837,48.205009],[-0.157998,48.334522],[-0.054531,48.382003],[-0.050699,48.45059],[-0.148946,48.458791],[-0.172087,48.502137],[-0.297152,48.44613],[-0.30974,48.364135],[-0.371155,48.353767],[-0.420081,48.294161],[-0.588273,48.220436],[-0.574072,48.161059],[-0.740626,48.184135],[-0.859728,48.110749]]]}";53001;53;MAYENNE;PAYS DE LA LOIRE;1;52
"{""type"":""Polygon"",""coordinates"":[[[-0.653787,47.733381],[-0.410032,47.765218],[-0.381704,47.760572],[-0.447914,47.832035],[-0.376839,47.88727],[-0.38484,47.930845],[-0.297832,47.943418],[-0.334475,48.032374],[-0.225994,48.071685],[-0.253808,48.136529],[-0.34373,48.132527],[-0.492841,48.096597],[-0.683925,47.974716],[-0.859728,48.110749],[-0.928807,47.97719],[-1.030417,47.992473],[-1.156195,47.964454],[-1.189163,47.867708],[-1.238252,47.809991],[-1.193039,47.786212],[-0.978457,47.761997],[-0.959761,47.796326],[-0.839295,47.752282],[-0.653787,47.733381]]]}";53002;53;MAYENNE;PAYS DE LA LOIRE;2;52
"{""type"":""Polygon"",""coordinates"":[[[-0.172087,48.502137],[-0.26839,48.520666],[-0.368081,48.493111],[-0.509294,48.508841],[-0.553157,48.472966],[-0.777874,48.465412],[-0.860363,48.501458],[-0.953884,48.516791],[-1.070165,48.508494],[-1.079735,48.417381],[-1.04583,48.329655],[-1.099932,48.268375],[-1.030417,47.992473],[-0.928807,47.97719],[-0.859728,48.110749],[-0.740626,48.184135],[-0.574072,48.161059],[-0.588273,48.220436],[-0.420081,48.294161],[-0.371155,48.353767],[-0.30974,48.364135],[-0.297152,48.44613],[-0.172087,48.502137]]]}";53003;53;MAYENNE;PAYS DE LA LOIRE;3;52
"{""type"":""Polygon"",""coordinates"":[[[5.470911,49.497214],[5.493942,49.40707],[5.633554,49.437872],[5.6918,49.415087],[5.7629,49.314332],[5.760905,49.279612],[5.837678,49.283597],[5.854372,49.211966],[5.927219,49.238655],[6.009565,49.221792],[6.030761,49.233082],[5.91184,49.407535],[5.941791,49.452637],[5.893402,49.496919],[5.836173,49.54178],[5.660806,49.552354],[5.470911,49.497214]]]}";54003;54;MEURTHE-ET-MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3;44
"{""type"":""Polygon"",""coordinates"":[[[7.07936,48.536418],[6.930007,48.635551],[6.847891,48.623843],[6.75513,48.669877],[6.598966,48.715691],[6.562184,48.756113],[6.453603,48.765894],[6.428048,48.734483],[6.295915,48.7084],[6.212636,48.673099],[6.173872,48.608413],[6.153663,48.568844],[6.273509,48.526684],[6.302857,48.428386],[6.384241,48.39461],[6.501792,48.414563],[6.620753,48.472409],[6.647632,48.43513],[6.815027,48.395068],[6.965266,48.471546],[7.123165,48.513592],[7.07936,48.536418]]]}";54004;54;MEURTHE-ET-MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4;44
"{""type"":""Polygon"",""coordinates"":[[[5.765155,48.496493],[5.857235,48.506852],[5.9043,48.482927],[5.85934,48.416502],[5.949585,48.396501],[5.96481,48.350061],[6.11705,48.353841],[6.17842,48.397608],[6.302857,48.428386],[6.273509,48.526684],[6.153663,48.568844],[6.173872,48.608413],[6.074203,48.692494],[6.104816,48.758966],[6.018802,48.779858],[6.016789,48.852665],[5.966253,48.862092],[5.984694,48.937983],[5.853198,49.015232],[5.817812,48.980239],[5.751909,48.921124],[5.786585,48.8782],[5.766159,48.789054],[5.719037,48.732909],[5.764601,48.701083],[5.765155,48.496493]]]}";54005;54;MEURTHE-ET-MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;5;44
"{""type"":""Polygon"",""coordinates"":[[[6.327517,48.904873],[6.043435,48.977478],[6.044678,49.012443],[5.957571,49.047824],[6.010886,49.153679],[6.009565,49.221792],[5.927219,49.238655],[5.854372,49.211966],[5.837678,49.283597],[5.760905,49.279612],[5.719916,49.217164],[5.760141,49.109168],[5.808172,49.075775],[5.853476,49.040455],[5.817812,48.980239],[5.853198,49.015232],[5.984694,48.937983],[5.966253,48.862092],[6.016789,48.852665],[6.018802,48.779858],[6.104816,48.758966],[6.074203,48.692494],[6.136896,48.700636],[6.172204,48.768788],[6.355453,48.792044],[6.310247,48.863489],[6.327517,48.904873]]]}";54006;54;MEURTHE-ET-MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;6;44
"{""type"":""Polygon"",""coordinates"":[[[4.988428,48.684428],[5.006401,48.611389],[5.117875,48.58689],[5.272637,48.514317],[5.327371,48.509324],[5.470062,48.420929],[5.615055,48.440512],[5.765155,48.496493],[5.764601,48.701083],[5.719037,48.732909],[5.766159,48.789054],[5.786585,48.8782],[5.751909,48.921124],[5.817812,48.980239],[5.853476,49.040455],[5.808172,49.075775],[5.756869,49.026031],[5.614669,49.002996],[5.555893,49.040744],[5.341424,48.960303],[5.232206,48.994187],[5.160072,49.059706],[5.005744,49.059872],[5.030943,48.954325],[4.936209,48.922142],[4.888761,48.81721],[4.989575,48.742044],[4.988428,48.684428]]]}";55001;55;MEUSE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;1;44
"{""type"":""Polygon"",""coordinates"":[[[4.950989,49.236866],[4.942378,49.186771],[5.005744,49.059872],[5.160072,49.059706],[5.232206,48.994187],[5.341424,48.960303],[5.555893,49.040744],[5.614669,49.002996],[5.756869,49.026031],[5.808172,49.075775],[5.760141,49.109168],[5.719916,49.217164],[5.760905,49.279612],[5.7629,49.314332],[5.6918,49.415087],[5.633554,49.437872],[5.493942,49.40707],[5.470911,49.497214],[5.430972,49.592384],[5.393537,49.617088],[5.26271,49.54182],[5.159887,49.566691],[5.059872,49.504708],[5.10986,49.45625],[5.088622,49.369627],[5.027099,49.335615],[5.051181,49.274052],[4.950989,49.236866]]]}";55002;55;MEUSE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2;44
"{""type"":""Polygon"",""coordinates"":[[[-2.9357,47.625291],[-2.777604,47.620064],[-2.717129,47.597108],[-2.728336,47.544691],[-2.807976,47.555294],[-2.795323,47.485451],[-2.679118,47.494524],[-2.535333,47.525828],[-2.420456,47.495206],[-2.386159,47.546558],[-2.387992,47.612633],[-2.453714,47.6366],[-2.582069,47.615927],[-2.630951,47.669209],[-2.75391,47.727493],[-2.798105,47.674263],[-2.855444,47.684703],[-2.9357,47.625291]]]}";56001;56;MORBIHAN;BRETAGNE;1;53
"{""type"":""Polygon"",""coordinates"":[[[-3.28249,47.779346],[-3.342698,47.715922],[-3.128468,47.59882],[-3.097579,47.564843],[-2.973721,47.572238],[-2.9357,47.625291],[-2.855444,47.684703],[-2.882284,47.759088],[-2.951904,47.760537],[-2.964931,47.857154],[-3.05961,47.831405],[-3.148719,47.768917],[-3.237575,47.803736],[-3.28249,47.779346]]]}";56002;56;MORBIHAN;BRETAGNE;2;53
"{""type"":""Polygon"",""coordinates"":[[[-3.05961,47.831405],[-2.964931,47.857154],[-2.951904,47.760537],[-2.882284,47.759088],[-2.855444,47.684703],[-2.798105,47.674263],[-2.75391,47.727493],[-2.630951,47.669209],[-2.582069,47.615927],[-2.484039,47.685452],[-2.538885,47.718801],[-2.532833,47.768721],[-2.586646,47.863562],[-2.656012,47.921715],[-2.633458,47.981906],[-2.655761,48.03254],[-2.651993,48.119971],[-2.748166,48.113871],[-2.877949,48.150917],[-3.028797,48.036987],[-3.122747,48.072665],[-3.168412,48.049228],[-3.144789,47.96764],[-3.073835,47.927458],[-3.05961,47.831405]]]}";56003;56;MORBIHAN;BRETAGNE;3;53
"{""type"":""Polygon"",""coordinates"":[[[-2.097036,47.63136],[-2.122663,47.68267],[-2.078951,47.919492],[-2.146602,47.983939],[-2.273288,48.031072],[-2.16848,48.076209],[-2.24916,48.084118],[-2.287278,48.133746],[-2.330118,48.120361],[-2.420909,48.173246],[-2.488396,48.157919],[-2.579224,48.06974],[-2.655761,48.03254],[-2.633458,47.981906],[-2.656012,47.921715],[-2.586646,47.863562],[-2.532833,47.768721],[-2.538885,47.718801],[-2.484039,47.685452],[-2.582069,47.615927],[-2.453714,47.6366],[-2.387992,47.612633],[-2.386159,47.546558],[-2.420456,47.495206],[-2.458489,47.448122],[-2.316133,47.462515],[-2.298099,47.515476],[-2.15519,47.497817],[-2.096731,47.572635],[-2.097036,47.63136]]]}";56004;56;MORBIHAN;BRETAGNE;4;53
"{""type"":""Polygon"",""coordinates"":[[[-3.05961,47.831405],[-3.073835,47.927458],[-3.144789,47.96764],[-3.168412,48.049228],[-3.122747,48.072665],[-3.028797,48.036987],[-2.877949,48.150917],[-3.076967,48.2099],[-3.147882,48.161096],[-3.284694,48.143765],[-3.336929,48.171567],[-3.564839,48.185747],[-3.696017,48.152021],[-3.732973,48.096268],[-3.674599,48.05492],[-3.641041,47.985793],[-3.554116,47.991881],[-3.388025,47.927037],[-3.403891,47.868383],[-3.523004,47.849147],[-3.501593,47.737859],[-3.372095,47.770523],[-3.359902,47.770266],[-3.294363,47.793515],[-3.28249,47.779346],[-3.237575,47.803736],[-3.148719,47.768917],[-3.05961,47.831405]]]}";56006;56;MORBIHAN;BRETAGNE;6;53
"{""type"":""Polygon"",""coordinates"":[[[6.185822,49.256587],[6.209461,49.170016],[6.164157,49.09776],[6.298111,49.067948],[6.354808,48.943364],[6.439541,48.985921],[6.399841,49.023315],[6.483837,49.056854],[6.402624,49.138819],[6.432795,49.19812],[6.379857,49.258169],[6.323484,49.224681],[6.194824,49.260785],[6.185822,49.256587]]]}";57003;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3;44
"{""type"":""Polygon"",""coordinates"":[[[7.304356,48.66021],[7.260134,48.694715],[7.290899,48.793908],[7.05501,48.864918],[6.955067,48.919959],[6.986812,48.949618],[6.907703,48.957267],[6.856417,49.046012],[6.812753,49.079841],[6.720639,49.059578],[6.51927,48.969934],[6.439541,48.985921],[6.354808,48.943364],[6.327517,48.904873],[6.310247,48.863489],[6.355453,48.792044],[6.453603,48.765894],[6.562184,48.756113],[6.598966,48.715691],[6.75513,48.669877],[6.847891,48.623843],[6.930007,48.635551],[7.07936,48.536418],[7.168499,48.528693],[7.256282,48.588676],[7.304356,48.66021]]]}";57004;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;4;44
"{""type"":""Polygon"",""coordinates"":[[[7.513191,48.94325],[7.579926,48.961613],[7.635286,49.05417],[7.568486,49.079906],[7.445586,49.184025],[7.366178,49.172012],[7.2934,49.11516],[7.058024,49.112588],[7.01544,49.191267],[6.971453,49.083854],[6.856417,49.046012],[6.907703,48.957267],[6.986812,48.949618],[7.032219,48.956049],[7.054913,49.030628],[7.106358,49.045346],[7.326853,48.943382],[7.451631,48.967972],[7.513191,48.94325]]]}";57005;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;5;44
"{""type"":""Polygon"",""coordinates"":[[[6.379857,49.258169],[6.432795,49.19812],[6.402624,49.138819],[6.483837,49.056854],[6.399841,49.023315],[6.439541,48.985921],[6.51927,48.969934],[6.720639,49.059578],[6.812753,49.079841],[6.773788,49.167645],[6.737988,49.164569],[6.667846,49.280439],[6.56538,49.349289],[6.552053,49.394527],[6.378293,49.306135],[6.379857,49.258169]]]}";57007;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;7;44
"{""type"":""Polygon"",""coordinates"":[[[6.194824,49.260785],[6.149643,49.346504],[6.058624,49.358918],[6.042151,49.447809],[5.893402,49.496919],[5.941791,49.452637],[5.91184,49.407535],[6.030761,49.233082],[6.185822,49.256587],[6.194824,49.260785]]]}";57008;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;8;44
"{""type"":""Polygon"",""coordinates"":[[[6.552053,49.394527],[6.468186,49.464734],[6.333778,49.46689],[6.276154,49.503536],[6.156764,49.502837],[6.042151,49.447809],[6.058624,49.358918],[6.149643,49.346504],[6.194824,49.260785],[6.323484,49.224681],[6.379857,49.258169],[6.378293,49.306135],[6.552053,49.394527]]]}";57009;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;9;44
"{""type"":""Polygon"",""coordinates"":[[[3.063605,46.889951],[3.16234,46.862816],[3.310451,46.922171],[3.424434,46.894661],[3.471197,46.92059],[3.602136,46.883965],[3.642888,46.970425],[3.560737,46.982307],[3.487018,47.032908],[3.39627,47.055691],[3.251281,47.039307],[3.112669,46.995796],[3.141235,47.080233],[3.282008,47.168287],[3.15392,47.267242],[2.968679,47.499198],[2.958658,47.55738],[2.874625,47.520423],[2.931561,47.440671],[2.870247,47.342343],[2.973547,47.269943],[3.028283,47.128437],[3.022241,47.063652],[3.074778,47.029994],[3.063605,46.889951]]]}";58001;58;NIEVRE;BOURGOGNE-FRANCHE-COMTE;1;27
"{""type"":""Polygon"",""coordinates"":[[[3.826552,46.703826],[3.963222,46.766028],[4.062137,46.785561],[4.037144,46.984689],[4.115967,47.123338],[4.181902,47.150514],[4.209834,47.155412],[4.230875,47.197022],[4.186745,47.245139],[4.125356,47.249506],[4.106086,47.339256],[3.972954,47.335001],[3.963999,47.365856],[3.861455,47.393372],[3.714782,47.406835],[3.679358,47.447242],[3.583276,47.4615],[3.579954,47.497975],[3.498358,47.560878],[3.488277,47.493831],[3.285252,47.503939],[3.123027,47.539428],[3.088025,47.586986],[2.976538,47.569429],[2.958658,47.55738],[2.968679,47.499198],[3.15392,47.267242],[3.282008,47.168287],[3.141235,47.080233],[3.112669,46.995796],[3.251281,47.039307],[3.39627,47.055691],[3.487018,47.032908],[3.560737,46.982307],[3.642888,46.970425],[3.602136,46.883965],[3.471197,46.92059],[3.424434,46.894661],[3.310451,46.922171],[3.16234,46.862816],[3.063605,46.889951],[3.032068,46.794911],[3.049694,46.757809],[3.204426,46.678752],[3.268544,46.715924],[3.318052,46.688443],[3.434214,46.712221],[3.455299,46.652396],[3.629424,46.749459],[3.738633,46.75196],[3.826552,46.703826]]]}";58002;58;NIEVRE;BOURGOGNE-FRANCHE-COMTE;2;27
"{""type"":""Polygon"",""coordinates"":[[[2.870173,50.702914],[2.813275,50.716948],[2.725014,50.795725],[2.634983,50.812756],[2.604717,50.906352],[2.475645,50.832473],[2.423621,50.863438],[2.331741,50.839519],[2.31261,50.787206],[2.430188,50.656798],[2.473183,50.638599],[2.726066,50.613847],[2.751518,50.606891],[2.809188,50.669373],[2.870173,50.702914]]]}";59015;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;15;32
"{""type"":""Polygon"",""coordinates"":[[[3.583316,50.491015],[3.608883,50.435084],[3.508949,50.365457],[3.433832,50.378807],[3.556183,50.299388],[3.673676,50.334932],[3.668833,50.436452],[3.583316,50.491015]]]}";59021;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;21;32
"{""type"":""Polygon"",""coordinates"":[[[2.649629,49.571764],[2.505776,49.636281],[2.37391,49.656037],[2.229621,49.702196],[2.124042,49.688039],[1.90904,49.597269],[1.937941,49.557729],[1.955157,49.447603],[2.139791,49.42155],[2.236827,49.369139],[2.276881,49.387966],[2.261327,49.458639],[2.320648,49.481501],[2.506505,49.428238],[2.603273,49.436818],[2.661302,49.486437],[2.649629,49.571764]]]}";60001;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;1;32
"{""type"":""Polygon"",""coordinates"":[[[1.974086,49.183316],[2.021415,49.301091],[2.220571,49.255325],[2.281373,49.305732],[2.276881,49.387966],[2.236827,49.369139],[2.139791,49.42155],[1.955157,49.447603],[1.937941,49.557729],[1.90904,49.597269],[2.124042,49.688039],[1.933066,49.71988],[1.848986,49.701636],[1.784845,49.757904],[1.712557,49.73015],[1.721685,49.623321],[1.697693,49.572223],[1.775771,49.473437],[1.713938,49.409225],[1.759341,49.368239],[1.77239,49.293664],[1.704364,49.232202],[1.742695,49.179801],[1.882568,49.162496],[1.974086,49.183316]]]}";60002;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;2;32
"{""type"":""Polygon"",""coordinates"":[[[1.974086,49.183316],[2.080769,49.207203],[2.220277,49.179201],[2.321777,49.184436],[2.359296,49.147348],[2.373158,49.159334],[2.495406,49.274112],[2.281373,49.305732],[2.220571,49.255325],[2.021415,49.301091],[1.974086,49.183316]]]}";60003;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;3;32
"{""type"":""Polygon"",""coordinates"":[[[2.703081,49.064736],[2.809254,49.097536],[2.974612,49.074838],[3.071884,49.117554],[3.10245,49.197306],[2.964349,49.231911],[2.823074,49.180462],[2.738292,49.262153],[2.724277,49.31187],[2.624793,49.331999],[2.495406,49.274112],[2.373158,49.159334],[2.438907,49.141496],[2.590524,49.079655],[2.703081,49.064736]]]}";60004;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;4;32
"{""type"":""Polygon"",""coordinates"":[[[3.036335,49.325744],[3.094371,49.378531],[3.121281,49.49368],[3.096325,49.517896],[2.941593,49.458792],[2.886415,49.388717],[2.661302,49.486437],[2.603273,49.436818],[2.648653,49.395289],[2.624793,49.331999],[2.724277,49.31187],[2.738292,49.262153],[2.823074,49.180462],[2.964349,49.231911],[3.039329,49.230463],[3.036335,49.325744]]]}";60005;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;5;32
"{""type"":""Polygon"",""coordinates"":[[[2.661302,49.486437],[2.886415,49.388717],[2.941593,49.458792],[3.096325,49.517896],[3.13148,49.543378],[3.099382,49.656556],[3.118652,49.705834],[2.913415,49.709509],[2.786193,49.612898],[2.72521,49.624727],[2.649629,49.571764],[2.661302,49.486437]]]}";60006;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;6;32
"{""type"":""Polygon"",""coordinates"":[[[2.603273,49.436818],[2.506505,49.428238],[2.320648,49.481501],[2.261327,49.458639],[2.276881,49.387966],[2.281373,49.305732],[2.495406,49.274112],[2.624793,49.331999],[2.648653,49.395289],[2.603273,49.436818]]]}";60007;60;OISE;NORD-PAS-DE-CALAIS-PICARDIE;7;32
"{""type"":""Polygon"",""coordinates"":[[[-0.054531,48.382003],[0.023083,48.380207],[0.153319,48.437944],[0.172327,48.463829],[0.314738,48.473194],[0.433052,48.547609],[0.452288,48.623173],[0.355741,48.681709],[0.229092,48.680785],[0.123359,48.663807],[0.084134,48.608937],[-0.083378,48.602132],[-0.130342,48.628704],[-0.241406,48.610986],[-0.286374,48.641721],[-0.431021,48.640567],[-0.548996,48.620884],[-0.607443,48.668236],[-0.736267,48.679501],[-0.775712,48.561837],[-0.860363,48.501458],[-0.777874,48.465412],[-0.553157,48.472966],[-0.509294,48.508841],[-0.368081,48.493111],[-0.26839,48.520666],[-0.172087,48.502137],[-0.148946,48.458791],[-0.050699,48.45059],[-0.054531,48.382003]]]}";61001;61;ORNE;NORMANDIE;1;28
"{""type"":""Polygon"",""coordinates"":[[[0.229092,48.680785],[0.355741,48.681709],[0.452288,48.623173],[0.433052,48.547609],[0.314738,48.473194],[0.363205,48.451562],[0.395362,48.32129],[0.546795,48.250162],[0.652469,48.263389],[0.723637,48.198143],[0.797655,48.194461],[0.829446,48.211369],[0.75684,48.300466],[0.785432,48.340436],[0.907347,48.370104],[0.948381,48.401645],[0.96774,48.523881],[0.925711,48.559654],[0.822398,48.608875],[0.814819,48.670168],[0.775034,48.737358],[0.730523,48.785593],[0.607869,48.832489],[0.578041,48.893656],[0.443109,48.881285],[0.412815,48.950626],[0.136288,48.950402],[0.06374,48.916773],[0.116207,48.875978],[0.218236,48.845422],[0.239603,48.748897],[0.229092,48.680785]]]}";61002;61;ORNE;NORMANDIE;2;28
"{""type"":""Polygon"",""coordinates"":[[[-0.464764,48.870986],[-0.682172,48.821834],[-0.840936,48.752229],[-0.736267,48.679501],[-0.607443,48.668236],[-0.548996,48.620884],[-0.431021,48.640567],[-0.286374,48.641721],[-0.241406,48.610986],[-0.130342,48.628704],[-0.083378,48.602132],[0.084134,48.608937],[0.123359,48.663807],[0.229092,48.680785],[0.239603,48.748897],[0.218236,48.845422],[0.116207,48.875978],[0.06374,48.916773],[-0.083341,48.844335],[-0.144833,48.832464],[-0.268018,48.853183],[-0.345416,48.821833],[-0.464764,48.870986]]]}";61003;61;ORNE;NORMANDIE;3;28
"{""type"":""Polygon"",""coordinates"":[[[2.643824,50.386336],[2.555146,50.386901],[2.439437,50.459334],[2.42012,50.419836],[2.301879,50.432008],[2.198619,50.41876],[2.184718,50.343362],[1.994128,50.275716],[2.085714,50.201017],[2.269351,50.227649],[2.452066,50.230214],[2.49569,50.194562],[2.389777,50.155485],[2.429658,50.088185],[2.455049,50.131176],[2.691649,50.092069],[2.780898,50.111156],[2.916974,50.035531],[3.090254,50.053741],[3.095967,50.124516],[3.149091,50.262483],[3.00647,50.361156],[2.907936,50.337222],[2.869437,50.279815],[2.721245,50.231845],[2.66656,50.290226],[2.643824,50.386336]]]}";62001;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;1;32
"{""type"":""Polygon"",""coordinates"":[[[2.643824,50.386336],[2.66656,50.290226],[2.721245,50.231845],[2.869437,50.279815],[2.907936,50.337222],[3.00647,50.361156],[2.993935,50.381768],[2.85122,50.380548],[2.78952,50.406151],[2.733753,50.406214],[2.643824,50.386336]]]}";62002;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;2;32
"{""type"":""Polygon"",""coordinates"":[[[1.641544,50.352153],[1.677249,50.333819],[1.804679,50.359606],[1.994128,50.275716],[2.184718,50.343362],[2.198619,50.41876],[2.15951,50.455244],[2.191561,50.562797],[2.077529,50.551419],[2.003061,50.637258],[1.882744,50.634923],[1.768155,50.591618],[1.578796,50.580643],[1.555965,50.398753],[1.641544,50.352153]]]}";62004;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;4;32
"{""type"":""Polygon"",""coordinates"":[[[1.609219,50.804337],[1.561442,50.699353],[1.578796,50.580643],[1.768155,50.591618],[1.882744,50.634923],[1.795994,50.637326],[1.739063,50.685001],[1.743643,50.738481],[1.653732,50.805687],[1.609219,50.804337]]]}";62005;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;5;32
"{""type"":""Polygon"",""coordinates"":[[[2.202647,50.842941],[2.039976,50.830822],[1.881734,50.893788],[1.763361,50.878666],[1.692683,50.915377],[1.578546,50.855164],[1.609219,50.804337],[1.653732,50.805687],[1.743643,50.738481],[1.739063,50.685001],[1.795994,50.637326],[1.882744,50.634923],[2.003061,50.637258],[2.077529,50.551419],[2.191561,50.562797],[2.15951,50.455244],[2.198619,50.41876],[2.301879,50.432008],[2.42012,50.419836],[2.439437,50.459334],[2.4489,50.494161],[2.316628,50.551917],[2.29365,50.621185],[2.146915,50.796437],[2.211363,50.819535],[2.202647,50.842941]]]}";62006;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;6;32
"{""type"":""Polygon"",""coordinates"":[[[1.692683,50.915377],[1.763361,50.878666],[1.881734,50.893788],[2.039976,50.830822],[2.202647,50.842941],[2.121341,50.978952],[2.067712,51.006505],[1.769464,50.951557],[1.692683,50.915377]]]}";62007;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;7;32
"{""type"":""Polygon"",""coordinates"":[[[2.473183,50.638599],[2.430188,50.656798],[2.31261,50.787206],[2.211363,50.819535],[2.146915,50.796437],[2.29365,50.621185],[2.316628,50.551917],[2.4489,50.494161],[2.508014,50.514463],[2.445568,50.584594],[2.473183,50.638599]]]}";62008;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;8;32
"{""type"":""MultiPolygon"",""coordinates"":[[[[2.508014,50.514463],[2.598945,50.513884],[2.710483,50.552153],[2.726066,50.613847],[2.473183,50.638599],[2.445568,50.584594],[2.508014,50.514463]]],[[[2.861987,50.627507],[2.809188,50.669373],[2.751518,50.606891],[2.794472,50.549206],[2.808435,50.607719],[2.861987,50.627507]]]]}";62009;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;9;32
"{""type"":""Polygon"",""coordinates"":[[[2.439437,50.459334],[2.555146,50.386901],[2.643824,50.386336],[2.733753,50.406214],[2.686007,50.467315],[2.710483,50.552153],[2.598945,50.513884],[2.508014,50.514463],[2.4489,50.494161],[2.439437,50.459334]]]}";62010;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;10;32
"{""type"":""Polygon"",""coordinates"":[[[2.710483,50.552153],[2.686007,50.467315],[2.733753,50.406214],[2.78952,50.406151],[2.911246,50.489351],[2.910143,50.499834],[2.886965,50.537657],[2.794472,50.549206],[2.751518,50.606891],[2.726066,50.613847],[2.710483,50.552153]]]}";62012;62;PAS-DE-CALAIS;NORD-PAS-DE-CALAIS-PICARDIE;12;32
"{""type"":""Polygon"",""coordinates"":[[[3.473174,46.010738],[3.453593,46.063795],[3.369134,46.054484],[3.113059,46.081448],[3.090955,46.111734],[2.971744,46.12169],[2.915817,46.212792],[2.85976,46.25659],[2.786782,46.198647],[2.676567,46.172201],[2.637202,46.119385],[2.565379,46.143041],[2.550607,46.08645],[2.602696,46.032875],[2.568712,45.957874],[2.492225,45.86403],[2.38802,45.827376],[2.492126,45.73767],[2.528684,45.682196],[2.463472,45.594682],[2.51588,45.553884],[2.534292,45.579031],[2.685714,45.652613],[2.691374,45.722246],[2.745155,45.794095],[2.875037,45.813458],[2.929567,45.798611],[3.009971,45.836309],[3.155236,45.849693],[3.184855,45.951881],[3.33342,45.955863],[3.473174,46.010738]]]}";63002;63;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;2;84
"{""type"":""Polygon"",""coordinates"":[[[2.508409,45.478508],[2.660432,45.434795],[2.714525,45.381467],[2.815354,45.400399],[2.920386,45.362182],[2.948625,45.309126],[3.018305,45.287066],[3.103498,45.354373],[3.215856,45.370007],[3.201151,45.429725],[3.130084,45.489279],[3.158365,45.530187],[3.112066,45.683504],[3.063319,45.702047],[3.089228,45.767817],[3.066972,45.820883],[3.009971,45.836309],[2.929567,45.798611],[2.875037,45.813458],[2.745155,45.794095],[2.691374,45.722246],[2.685714,45.652613],[2.534292,45.579031],[2.51588,45.553884],[2.508409,45.478508]]]}";63003;63;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;3;84
"{""type"":""Polygon"",""coordinates"":[[[3.226542,45.757379],[3.089228,45.767817],[3.063319,45.702047],[3.112066,45.683504],[3.158365,45.530187],[3.130084,45.489279],[3.201151,45.429725],[3.215856,45.370007],[3.236171,45.394629],[3.455852,45.400335],[3.501257,45.427633],[3.504942,45.520807],[3.402279,45.664877],[3.293028,45.670635],[3.282982,45.728058],[3.351801,45.732835],[3.274311,45.815202],[3.226542,45.757379]]]}";63004;63;PUY-DE-DOME;AUVERGNE-RHONE-ALPES;4;84
