geometry;ID;code_dpt;nom_dpt;nom_reg;num_circ;code_reg
"{""type"":""Polygon"",""coordinates"":[[[0.495626,44.669808],[0.576468,44.693063],[0.729134,44.675992],[0.799457,44.700784],[0.869996,44.597316],[0.944179,44.640355],[0.993532,44.689721],[0.935066,44.75483],[0.972645,44.796493],[0.939075,44.844112],[0.823118,44.860596],[0.65113,44.967674],[0.582784,45.045993],[0.495719,45.053294],[0.372984,45.019773],[0.265321,44.958368],[0.143017,44.971473],[0.040691,45.022136],[0.03914,45.024311],[0.005127,44.946238],[0.033907,44.914962],[-0.010036,44.859792],[0.039303,44.827639],[0.192844,44.820803],[0.256446,44.867519],[0.297325,44.762294],[0.366564,44.661307],[0.416954,44.64521],[0.495626,44.669808]]]}";24002;24;DORDOGNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2;75
"{""type"":""Polygon"",""coordinates"":[[[0.072345,45.0747],[0.129763,45.120181],[0.408596,45.193001],[0.50665,45.206144],[0.546365,45.248021],[0.62058,45.246086],[0.708004,45.289297],[0.811841,45.205199],[0.913864,45.188534],[1.015731,45.22922],[1.04772,45.30257],[1.162886,45.305124],[1.22706,45.271844],[1.285155,45.352052],[1.253152,45.444219],[1.118436,45.487904],[1.165364,45.526403],[1.047749,45.557829],[1.023588,45.607219],[0.946145,45.612551],[0.839996,45.581304],[0.750613,45.616873],[0.775643,45.667746],[0.662086,45.687481],[0.629742,45.71457],[0.575447,45.640928],[0.501441,45.615353],[0.506549,45.554339],[0.449305,45.523917],[0.310781,45.45876],[0.249431,45.363586],[0.270634,45.314605],[0.145486,45.214487],[0.055582,45.227164],[0.004331,45.191633],[-0.0402,45.102384],[0.045793,45.113464],[0.072345,45.0747]]]}";24003;24;DORDOGNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;3;75
"{""type"":""Polygon"",""coordinates"":[[[0.582784,45.045993],[0.65113,44.967674],[0.823118,44.860596],[0.939075,44.844112],[0.972645,44.796493],[0.935066,44.75483],[0.993532,44.689721],[0.944179,44.640355],[1.075141,44.577325],[1.316051,44.740375],[1.301166,44.797744],[1.442178,44.878348],[1.40913,45.006729],[1.448262,45.019313],[1.399564,45.061185],[1.413094,45.124914],[1.254436,45.158506],[1.22706,45.271844],[1.162886,45.305124],[1.04772,45.30257],[1.015731,45.22922],[0.913864,45.188534],[0.811841,45.205199],[0.720555,45.173719],[0.710886,45.142102],[0.612273,45.08658],[0.582784,45.045993]]]}";24004;24;DORDOGNE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;4;75
"{""type"":""Polygon"",""coordinates"":[[[6.320457,47.243188],[6.360992,47.266772],[6.494746,47.285048],[6.595261,47.268007],[6.666586,47.221486],[6.750024,47.231946],[6.826476,47.14417],[6.955123,47.243161],[7.048192,47.36053],[6.879799,47.352434],[6.797827,47.365581],[6.632236,47.302397],[6.635519,47.370631],[6.682006,47.454319],[6.821985,47.491188],[6.81666,47.547922],[6.807005,47.562801],[6.670176,47.557899],[6.573512,47.495494],[6.411148,47.521897],[6.334475,47.505999],[6.250552,47.424665],[6.292081,47.371789],[6.284947,47.315742],[6.320457,47.243188]]]}";25003;25;DOUBS;BOURGOGNE-FRANCHE-COMTE;3;27
"{""type"":""Polygon"",""coordinates"":[[[6.81666,47.547922],[6.821985,47.491188],[6.682006,47.454319],[6.635519,47.370631],[6.632236,47.302397],[6.797827,47.365581],[6.879799,47.352434],[6.939179,47.433699],[6.883474,47.555331],[6.81666,47.547922]]]}";25004;25;DOUBS;BOURGOGNE-FRANCHE-COMTE;4;27
"{""type"":""Polygon"",""coordinates"":[[[6.0371,47.099663],[5.969134,47.050273],[5.945111,46.988848],[6.028808,46.860321],[6.105555,46.8453],[6.206575,46.766337],[6.071211,46.687569],[6.103265,46.65249],[6.048567,46.607723],[6.138109,46.55766],[6.112953,46.575118],[6.267799,46.676755],[6.424077,46.754515],[6.464539,46.889913],[6.433014,46.927817],[6.505959,46.96613],[6.633911,46.998571],[6.74055,47.107035],[6.826476,47.14417],[6.750024,47.231946],[6.666586,47.221486],[6.595261,47.268007],[6.494746,47.285048],[6.360992,47.266772],[6.320457,47.243188],[6.214326,47.1648],[6.254203,47.145214],[6.300248,47.03302],[6.184587,47.010724],[6.087202,47.096029],[6.0371,47.099663]]]}";25005;25;DOUBS;BOURGOGNE-FRANCHE-COMTE;5;27
"{""type"":""Polygon"",""coordinates"":[[[4.971974,44.959325],[4.907001,45.144254],[4.828713,45.156129],[4.804038,45.122468],[4.860746,45.055429],[4.836708,45.00751],[4.886589,44.936652],[4.854324,44.896523],[4.937195,44.899963],[4.971974,44.959325]]]}";26001;26;DROME;AUVERGNE-RHONE-ALPES;1;84
"{""type"":""Polygon"",""coordinates"":[[[4.721663,44.326592],[4.778004,44.372542],[4.757585,44.45478],[4.939694,44.504188],[4.889601,44.559852],[4.972733,44.582631],[4.973738,44.648478],[4.878143,44.679572],[4.890813,44.802454],[4.947356,44.82508],[4.937195,44.899963],[4.854324,44.896523],[4.849984,44.864796],[4.76104,44.771217],[4.779073,44.654699],[4.710872,44.581999],[4.650615,44.329806],[4.721663,44.326592]]]}";26002;26;DROME;AUVERGNE-RHONE-ALPES;2;84
"{""type"":""Polygon"",""coordinates"":[[[4.721663,44.326592],[4.804563,44.303897],[4.825342,44.228446],[5.060565,44.30814],[5.14953,44.300682],[5.175606,44.220866],[5.384529,44.201191],[5.383241,44.155285],[5.498788,44.115719],[5.575816,44.186195],[5.676037,44.191433],[5.615752,44.332401],[5.492944,44.337135],[5.442622,44.381268],[5.472722,44.420934],[5.457843,44.498155],[5.603637,44.4655],[5.633188,44.502097],[5.607148,44.568351],[5.649462,44.61938],[5.79062,44.653299],[5.80147,44.706779],[5.647102,44.724099],[5.626315,44.753293],[5.460225,44.799946],[5.49306,44.995415],[5.494196,45.071672],[5.384095,45.035979],[5.227494,45.077216],[5.236965,45.04985],[5.18288,44.91814],[5.068629,44.926117],[4.971974,44.959325],[4.937195,44.899963],[4.947356,44.82508],[4.890813,44.802454],[4.878143,44.679572],[4.973738,44.648478],[4.972733,44.582631],[4.889601,44.559852],[4.939694,44.504188],[4.757585,44.45478],[4.778004,44.372542],[4.721663,44.326592]],[[4.889463,44.304019],[4.869527,44.345076],[4.970547,44.429846],[5.025059,44.360998],[4.987018,44.292719],[4.889463,44.304019]]]}";26003;26;DROME;AUVERGNE-RHONE-ALPES;3;84
"{""type"":""Polygon"",""coordinates"":[[[4.971974,44.959325],[5.068629,44.926117],[5.18288,44.91814],[5.236965,45.04985],[5.227494,45.077216],[5.186889,45.12013],[5.201713,45.2174],[5.130631,45.283678],[4.990147,45.343985],[4.878779,45.297713],[4.800494,45.298361],[4.828713,45.156129],[4.907001,45.144254],[4.971974,44.959325]]]}";26004;26;DROME;AUVERGNE-RHONE-ALPES;4;84
"{""type"":""Polygon"",""coordinates"":[[[0.578041,48.893656],[0.73252,48.944173],[0.788612,48.980755],[0.705531,49.088436],[0.729204,49.12956],[0.578545,49.178126],[0.6109,49.217278],[0.729446,49.258818],[0.775426,49.247534],[0.73883,49.284265],[0.84848,49.331674],[0.918119,49.385461],[0.767649,49.418987],[0.660916,49.403078],[0.479893,49.479907],[0.338983,49.440931],[0.297224,49.429862],[0.321766,49.248591],[0.393432,49.206941],[0.399783,49.100814],[0.384959,49.037014],[0.446052,49.019014],[0.412815,48.950626],[0.443109,48.881285],[0.578041,48.893656]]]}";27003;27;EURE;NORMANDIE;3;28
"{""type"":""Polygon"",""coordinates"":[[[0.775426,49.247534],[0.847476,49.184583],[0.985197,49.22123],[1.137414,49.104511],[1.247751,49.082948],[1.291253,49.081596],[1.414448,49.104733],[1.418295,49.148335],[1.3444,49.182403],[1.387447,49.21936],[1.288377,49.26701],[1.246099,49.347524],[1.136896,49.325838],[1.048149,49.297883],[0.999109,49.251974],[0.937322,49.320014],[0.84848,49.331674],[0.73883,49.284265],[0.775426,49.247534]]]}";27004;27;EURE;NORMANDIE;4;28
"{""type"":""Polygon"",""coordinates"":[[[1.246099,49.347524],[1.288377,49.26701],[1.387447,49.21936],[1.3444,49.182403],[1.418295,49.148335],[1.414448,49.104733],[1.291253,49.081596],[1.353179,49.04315],[1.457762,49.0263],[1.521347,49.068352],[1.608796,49.077894],[1.704364,49.232202],[1.77239,49.293664],[1.759341,49.368239],[1.713938,49.409225],[1.606957,49.410854],[1.576197,49.440054],[1.411997,49.455632],[1.309632,49.428733],[1.246099,49.347524]]]}";27005;27;EURE;NORMANDIE;5;28
"{""type"":""Polygon"",""coordinates"":[[[3.229697,43.431234],[3.130892,43.361352],[3.141627,43.259507],[3.240561,43.212809],[3.364786,43.277371],[3.331595,43.378394],[3.229697,43.431234]]]}";34006;34;HERAULT;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;6;76
"{""type"":""Polygon"",""coordinates"":[[[5.699648,45.160452],[5.709589,44.996847],[5.794429,45.018911],[5.880315,45.094486],[5.801419,45.160619],[5.805288,45.206202],[5.742797,45.165725],[5.699648,45.160452]]]}";38002;38;ISERE;AUVERGNE-RHONE-ALPES;2;84
"{""type"":""Polygon"",""coordinates"":[[[-3.372095,47.770523],[-3.501593,47.737859],[-3.456736,47.697786],[-3.391638,47.701514],[-3.372095,47.770523]]]}";56005;56;MORBIHAN;BRETAGNE;5;53
"{""type"":""Polygon"",""coordinates"":[[[7.01544,49.191267],[6.934805,49.222131],[6.837654,49.21126],[6.773788,49.167645],[6.812753,49.079841],[6.856417,49.046012],[6.971453,49.083854],[7.01544,49.191267]]]}";57006;57;MOSELLE;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;6;44
"{""type"":""Polygon"",""coordinates"":[[[2.861987,50.627507],[2.808435,50.607719],[2.794472,50.549206],[2.886965,50.537657],[2.910143,50.499834],[3.008344,50.492766],[3.137941,50.601203],[3.086716,50.588612],[2.996389,50.618098],[2.936404,50.599899],[2.861987,50.627507]]]}";59005;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;5;32
"{""type"":""Polygon"",""coordinates"":[[[3.334712,50.507897],[3.286531,50.527576],[3.245075,50.651429],[3.206244,50.634637],[3.137941,50.601203],[3.008344,50.492766],[3.081786,50.443728],[3.146627,50.436747],[3.320235,50.444723],[3.334712,50.507897]]]}";59006;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;6;32
"{""type"":""Polygon"",""coordinates"":[[[3.146627,50.436747],[3.094221,50.342688],[3.233927,50.312847],[3.342263,50.347349],[3.347546,50.405527],[3.320235,50.444723],[3.146627,50.436747]]]}";59016;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;16;32
"{""type"":""Polygon"",""coordinates"":[[[3.00647,50.361156],[3.149091,50.262483],[3.231809,50.263783],[3.233927,50.312847],[3.094221,50.342688],[3.146627,50.436747],[3.081786,50.443728],[2.993935,50.381768],[3.00647,50.361156]]]}";59017;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;17;32
"{""type"":""Polygon"",""coordinates"":[[[3.433832,50.378807],[3.508949,50.365457],[3.608883,50.435084],[3.583316,50.491015],[3.474889,50.533181],[3.377262,50.490989],[3.334712,50.507897],[3.320235,50.444723],[3.347546,50.405527],[3.361723,50.398215],[3.432626,50.379044],[3.433832,50.378807]]]}";59020;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;20;32
"{""type"":""Polygon"",""coordinates"":[[[2.198927,48.935252],[2.118189,48.89078],[2.077372,48.873618],[2.150387,48.870867],[2.169349,48.895813],[2.200591,48.908679],[2.198927,48.935252]]]}";78004;78;YVELINES;ILE-DE-FRANCE;4;11
"{""type"":""Polygon"",""coordinates"":[[[2.178155,48.963511],[2.118189,48.89078],[2.198927,48.935252],[2.205858,48.949741],[2.178155,48.963511]]]}";78005;78;YVELINES;ILE-DE-FRANCE;5;11
"{""type"":""Polygon"",""coordinates"":[[[5.97906,43.10654],[6.125365,43.077596],[6.201047,43.115429],[6.271819,43.120991],[6.292064,43.180843],[6.240826,43.215245],[6.093894,43.198125],[6.084161,43.16588],[5.984096,43.12343],[5.97906,43.10654]]]}";83003;83;VAR;PROVENCE-ALPES-COTE D'AZUR;3;93
"{""type"":""Polygon"",""coordinates"":[[[2.362191,48.601486],[2.481253,48.580206],[2.437761,48.648471],[2.383529,48.629979],[2.359384,48.618077],[2.362191,48.601486]]]}";91001;91;ESSONNE;ILE-DE-FRANCE;1;11
"{""type"":""Polygon"",""coordinates"":[[[2.209711,48.701588],[2.32817,48.687545],[2.353948,48.73866],[2.320718,48.748756],[2.274517,48.740722],[2.209711,48.701588]]]}";91006;91;ESSONNE;ILE-DE-FRANCE;6;11
"{""type"":""Polygon"",""coordinates"":[[[2.159868,48.847721],[2.224048,48.83515],[2.224225,48.853516],[2.225677,48.859407],[2.169349,48.895813],[2.150387,48.870867],[2.159868,48.847721]]]}";92007;92;HAUTS-DE-SEINE;ILE-DE-FRANCE;7;11
"{""type"":""Polygon"",""coordinates"":[[[2.303309,48.785398],[2.278179,48.814254],[2.253282,48.809685],[2.226628,48.781589],[2.226559,48.776102],[2.228842,48.774471],[2.303309,48.785398]]]}";92012;92;HAUTS-DE-SEINE;ILE-DE-FRANCE;12;11
"{""type"":""Polygon"",""coordinates"":[[[2.499718,48.855678],[2.536654,48.838514],[2.59228,48.807437],[2.595795,48.814266],[2.567967,48.865944],[2.496392,48.859908],[2.499718,48.855678]]]}";93003;93;SEINE-SAINT-DENIS;ILE-DE-FRANCE;3;11
"{""type"":""Polygon"",""coordinates"":[[[7.247779,43.690688],[7.308745,43.692371],[7.320853,43.72345],[7.246931,43.713236],[7.247779,43.690688]]]}";6001;6;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR;1;93
"{""type"":""Polygon"",""coordinates"":[[[1.663573,43.694058],[1.706446,43.71622],[1.651526,43.775861],[1.588589,43.817176],[1.522209,43.806729],[1.501943,43.737321],[1.437841,43.707782],[1.442838,43.651298],[1.457131,43.604972],[1.485688,43.605691],[1.480876,43.626071],[1.663573,43.694058]]]}";31002;31;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2;76
"{""type"":""Polygon"",""coordinates"":[[[1.663573,43.694058],[1.480876,43.626071],[1.485688,43.605691],[1.428759,43.584983],[1.494451,43.553528],[1.610576,43.574811],[1.687771,43.630709],[1.663573,43.694058]]]}";31003;31;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3;76
"{""type"":""Polygon"",""coordinates"":[[[-0.610649,44.822474],[-0.603047,44.818477],[-0.546659,44.836292],[-0.54141,44.869139],[-0.610794,44.835177],[-0.610649,44.822474]]]}";33002;33;GIRONDE;AQUITAINE-LIMOUSIN-POITOU-CHARENTES;2;75
"{""type"":""Polygon"",""coordinates"":[[[3.161758,50.69986],[3.253688,50.691138],[3.188169,50.740221],[3.161758,50.69986]]]}";59008;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;8;32
"{""type"":""Polygon"",""coordinates"":[[[3.188169,50.740221],[3.065825,50.719403],[3.062516,50.6379],[3.070672,50.632308],[3.118703,50.653669],[3.161758,50.69986],[3.188169,50.740221]]]}";59009;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;9;32
"{""type"":""Polygon"",""coordinates"":[[[7.688052,48.598132],[7.788181,48.590924],[7.798658,48.590134],[7.835923,48.633674],[7.730665,48.652161],[7.688052,48.598132]]]}";67003;67;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;3;44
"{""type"":""Polygon"",""coordinates"":[[[4.899012,45.752455],[4.878663,45.796176],[4.860398,45.786462],[4.899012,45.752455]]]}";69006;69;RHONE;AUVERGNE-RHONE-ALPES;6;84
"{""type"":""Polygon"",""coordinates"":[[[2.205858,48.949741],[2.198927,48.935252],[2.200591,48.908679],[2.220399,48.920618],[2.290974,48.950967],[2.288461,48.958982],[2.225736,48.971031],[2.205858,48.949741]]]}";95005;95;VAL-D'OISE;ILE-DE-FRANCE;5;11
"{""type"":""Polygon"",""coordinates"":[[[5.406355,43.289327],[5.51305,43.263444],[5.522811,43.320764],[5.466645,43.323005],[5.410529,43.314983],[5.406355,43.289327]]]}";13001;13;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR;1;93
"{""type"":""Polygon"",""coordinates"":[[[4.535745,43.855396],[4.454959,43.830095],[4.359397,43.833504],[4.283892,43.905092],[4.248743,43.894024],[4.284132,43.816715],[4.309895,43.766657],[4.486421,43.698853],[4.59822,43.686693],[4.651798,43.784358],[4.64191,43.867478],[4.535745,43.855396]]]}";30001;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;1;76
"{""type"":""Polygon"",""coordinates"":[[[4.535745,43.855396],[4.522513,43.922711],[4.443869,43.929521],[4.559256,44.060097],[4.518803,44.077166],[4.347008,44.066551],[4.305874,44.031259],[4.3804,43.952637],[4.387289,43.903396],[4.283892,43.905092],[4.359397,43.833504],[4.454959,43.830095],[4.535745,43.855396]]]}";30006;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;6;76
"{""type"":""Polygon"",""coordinates"":[[[1.367925,43.549891],[1.428759,43.584983],[1.485688,43.605691],[1.457131,43.604972],[1.351882,43.604464],[1.359316,43.5602],[1.367925,43.549891]]]}";31004;31;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4;76
"{""type"":""Polygon"",""coordinates"":[[[3.118703,50.653669],[3.070672,50.632308],[3.086716,50.588612],[3.137941,50.601203],[3.206244,50.634637],[3.118703,50.653669]]]}";59002;59;NORD;NORD-PAS-DE-CALAIS-PICARDIE;2;32
"{""type"":""Polygon"",""coordinates"":[[[7.730607,48.558067],[7.771475,48.492437],[7.805162,48.513501],[7.798658,48.590134],[7.788181,48.590924],[7.730607,48.558067]]]}";67002;67;BAS-RHIN;ALSACE-CHAMPAGNE-ARDENNE-LORRAINE;2;44
"{""type"":""Polygon"",""coordinates"":[[[4.794592,45.776034],[4.830314,45.746556],[4.839949,45.763558],[4.843051,45.778613],[4.802672,45.791704],[4.794592,45.776034]]]}";69002;69;RHONE;AUVERGNE-RHONE-ALPES;2;84
"{""type"":""Polygon"",""coordinates"":[[[4.843051,45.778613],[4.839949,45.763558],[4.88699,45.72595],[4.899012,45.752455],[4.860398,45.786462],[4.843051,45.778613]]]}";69004;69;RHONE;AUVERGNE-RHONE-ALPES;4;84
"{""type"":""Polygon"",""coordinates"":[[[2.224048,48.83515],[2.225814,48.828272],[2.262798,48.833929],[2.224225,48.853516],[2.224048,48.83515]]]}";92009;92;HAUTS-DE-SEINE;ILE-DE-FRANCE;9;11
"{""type"":""Polygon"",""coordinates"":[[[1.501524,48.941054],[1.457628,48.871518],[1.359781,48.831196],[1.327389,48.760436],[1.162975,48.769311],[1.063027,48.758969],[1.015925,48.729054],[0.814819,48.670168],[0.822398,48.608875],[0.925711,48.559654],[1.04123,48.517008],[1.196245,48.502086],[1.355029,48.544844],[1.474202,48.564968],[1.379818,48.651648],[1.582928,48.767556],[1.582962,48.857498],[1.501524,48.941054]]]}";28002;28;EURE-ET-LOIR;CENTRE-VAL DE LOIRE;2;24
"{""type"":""Polygon"",""coordinates"":[[[1.029601,48.132835],[1.046558,48.240829],[1.175868,48.266034],[1.386577,48.275279],[1.460358,48.296115],[1.385303,48.405755],[1.478044,48.435947],[1.495042,48.47372],[1.395649,48.506458],[1.355029,48.544844],[1.196245,48.502086],[1.04123,48.517008],[0.925711,48.559654],[0.96774,48.523881],[0.948381,48.401645],[0.907347,48.370104],[0.785432,48.340436],[0.75684,48.300466],[0.829446,48.211369],[0.797655,48.194461],[0.840574,48.165531],[0.841217,48.103062],[1.029601,48.132835]]]}";28003;28;EURE-ET-LOIR;CENTRE-VAL DE LOIRE;3;24
"{""type"":""Polygon"",""coordinates"":[[[1.922149,48.4576],[1.847221,48.446675],[1.78664,48.491471],[1.634991,48.509961],[1.605568,48.448275],[1.670091,48.344262],[1.547956,48.347318],[1.460358,48.296115],[1.386577,48.275279],[1.175868,48.266034],[1.046558,48.240829],[1.029601,48.132835],[1.009409,48.084159],[1.112233,48.080729],[1.205215,47.96864],[1.308631,47.953764],[1.520124,47.982278],[1.514657,48.028572],[1.621686,48.063877],[1.748593,48.066148],[1.889714,48.105586],[1.920403,48.146385],[1.971246,48.178129],[1.994085,48.286586],[1.959227,48.30869],[1.977244,48.399165],[1.922149,48.4576]]]}";28004;28;EURE-ET-LOIR;CENTRE-VAL DE LOIRE;4;24
"{""type"":""Polygon"",""coordinates"":[[[-3.915542,48.054957],[-3.897732,48.118721],[-3.950587,48.152393],[-4.059981,48.13719],[-4.101996,48.105605],[-4.181582,48.003704],[-4.233931,47.993728],[-4.176131,47.907137],[-4.040646,47.847086],[-3.946011,47.904512],[-3.967156,47.983221],[-3.915542,48.054957]]]}";29001;29;FINISTERE;BRETAGNE;1;53
"{""type"":""Polygon"",""coordinates"":[[[-4.507057,48.55288],[-4.701639,48.570877],[-4.771698,48.514114],[-4.793463,48.415936],[-4.761531,48.371172],[-4.626704,48.337532],[-4.495173,48.378638],[-4.544824,48.43516],[-4.43098,48.458729],[-4.344602,48.463054],[-4.375429,48.577736],[-4.507057,48.55288]]]}";29003;29;FINISTERE;BRETAGNE;3;53
"{""type"":""Polygon"",""coordinates"":[[[-3.659144,48.65921],[-3.721872,48.705592],[-3.823784,48.719843],[-3.897537,48.646674],[-3.973629,48.703889],[-4.162413,48.689765],[-4.118903,48.578705],[-3.969785,48.470741],[-4.028377,48.45495],[-4.098834,48.498609],[-4.183884,48.479364],[-4.212354,48.423764],[-4.134776,48.370247],[-3.961348,48.360573],[-3.919502,48.401829],[-3.753703,48.446851],[-3.599593,48.470797],[-3.553824,48.541284],[-3.654181,48.617296],[-3.659144,48.65921]]]}";29004;29;FINISTERE;BRETAGNE;4;53
"{""type"":""Polygon"",""coordinates"":[[[-4.302169,48.35564],[-4.268652,48.357661],[-4.212354,48.423764],[-4.183884,48.479364],[-4.098834,48.498609],[-4.028377,48.45495],[-3.969785,48.470741],[-4.118903,48.578705],[-4.162413,48.689765],[-4.219577,48.648914],[-4.349139,48.676475],[-4.462756,48.627058],[-4.564485,48.624534],[-4.584996,48.562795],[-4.507057,48.55288],[-4.375429,48.577736],[-4.344602,48.463054],[-4.43098,48.458729],[-4.433647,48.396355],[-4.31387,48.41567],[-4.302169,48.35564]]]}";29005;29;FINISTERE;BRETAGNE;5;53
"{""type"":""MultiPolygon"",""coordinates"":[[[[-3.564839,48.185747],[-3.555155,48.376914],[-3.607682,48.388327],[-3.599593,48.470797],[-3.753703,48.446851],[-3.919502,48.401829],[-3.961348,48.360573],[-4.134776,48.370247],[-4.212354,48.423764],[-4.268652,48.357661],[-4.367193,48.27772],[-4.55307,48.294632],[-4.612361,48.261172],[-4.522667,48.190244],[-4.461026,48.236781],[-4.304245,48.195329],[-4.275193,48.155569],[-4.296938,48.092193],[-4.25567,48.071469],[-4.101996,48.105605],[-4.059981,48.13719],[-3.950587,48.152393],[-3.897732,48.118721],[-3.915542,48.054957],[-3.849957,48.038376],[-3.732973,48.096268],[-3.696017,48.152021],[-3.564839,48.185747]]],[[[-4.31387,48.41567],[-4.403958,48.382043],[-4.373376,48.325942],[-4.302169,48.35564],[-4.31387,48.41567]]]]}";29006;29;FINISTERE;BRETAGNE;6;53
"{""type"":""Polygon"",""coordinates"":[[[-4.296938,48.092193],[-4.36285,48.110459],[-4.621508,48.068422],[-4.697094,48.026765],[-4.499637,48.001545],[-4.420745,47.960571],[-4.347687,47.849008],[-4.371396,47.798079],[-4.192018,47.795618],[-4.162434,47.849597],[-4.176131,47.907137],[-4.233931,47.993728],[-4.181582,48.003704],[-4.101996,48.105605],[-4.25567,48.071469],[-4.296938,48.092193]]]}";29007;29;FINISTERE;BRETAGNE;7;53
"{""type"":""Polygon"",""coordinates"":[[[-3.523004,47.849147],[-3.403891,47.868383],[-3.388025,47.927037],[-3.554116,47.991881],[-3.641041,47.985793],[-3.674599,48.05492],[-3.732973,48.096268],[-3.849957,48.038376],[-3.915542,48.054957],[-3.967156,47.983221],[-3.946011,47.904512],[-3.898305,47.834515],[-3.836096,47.796475],[-3.732807,47.80162],[-3.676997,47.775745],[-3.537563,47.763298],[-3.523004,47.849147]]]}";29008;29;FINISTERE;BRETAGNE;8;53
"{""type"":""Polygon"",""coordinates"":[[[4.153883,43.715009],[4.193818,43.651746],[4.101042,43.554371],[4.16383,43.472472],[4.230283,43.460185],[4.244233,43.501462],[4.37217,43.549456],[4.486421,43.698853],[4.309895,43.766657],[4.284132,43.816715],[4.20843,43.807581],[4.05006,43.857758],[4.001341,43.813055],[4.153883,43.715009]]]}";30002;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;2;76
"{""type"":""Polygon"",""coordinates"":[[[4.535745,43.855396],[4.64191,43.867478],[4.709325,43.898019],[4.739061,43.924068],[4.845344,43.995593],[4.795865,44.04791],[4.705082,44.108175],[4.718133,44.140678],[4.673657,44.214711],[4.509521,44.207899],[4.524301,44.164024],[4.48436,44.118661],[4.518803,44.077166],[4.559256,44.060097],[4.443869,43.929521],[4.522513,43.922711],[4.535745,43.855396]]]}";30003;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;3;76
"{""type"":""Polygon"",""coordinates"":[[[4.142868,44.313351],[4.124752,44.255942],[4.066113,44.254852],[4.116073,44.037581],[4.212357,43.972281],[4.248743,43.894024],[4.283892,43.905092],[4.387289,43.903396],[4.3804,43.952637],[4.305874,44.031259],[4.347008,44.066551],[4.518803,44.077166],[4.48436,44.118661],[4.524301,44.164024],[4.509521,44.207899],[4.673657,44.214711],[4.649224,44.27036],[4.464761,44.341675],[4.325771,44.338324],[4.245138,44.268075],[4.142868,44.313351]]]}";30004;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;4;76
"{""type"":""Polygon"",""coordinates"":[[[4.248743,43.894024],[4.212357,43.972281],[4.116073,44.037581],[4.066113,44.254852],[4.124752,44.255942],[4.142868,44.313351],[4.073842,44.329026],[4.045419,44.433495],[3.998163,44.459798],[3.911307,44.370327],[3.974701,44.259617],[3.927275,44.161298],[3.872731,44.128667],[3.796995,44.127389],[3.671053,44.184201],[3.632838,44.121223],[3.438628,44.130372],[3.373648,44.170765],[3.336682,44.15813],[3.295949,44.069449],[3.450981,44.022541],[3.358359,43.913833],[3.582958,43.877434],[3.684487,43.95166],[3.787337,43.96687],[3.828287,43.92406],[3.830809,43.866424],[3.919554,43.881975],[3.974348,43.801474],[4.001341,43.813055],[4.05006,43.857758],[4.20843,43.807581],[4.284132,43.816715],[4.248743,43.894024]]]}";30005;30;GARD;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;5;76
"{""type"":""Polygon"",""coordinates"":[[[1.469869,43.897482],[1.365184,43.889574],[1.360031,43.817209],[1.212776,43.768242],[1.115083,43.797776],[1.139083,43.75492],[1.11283,43.699616],[1.236545,43.650308],[1.299539,43.681966],[1.442838,43.651298],[1.437841,43.707782],[1.501943,43.737321],[1.522209,43.806729],[1.588589,43.817176],[1.555617,43.918317],[1.469869,43.897482]]]}";31005;31;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;5;76
"{""type"":""Polygon"",""coordinates"":[[[0.953983,43.787372],[1.090188,43.644191],[1.200301,43.595876],[1.097081,43.533231],[1.050552,43.541036],[1.03749,43.48556],[1.189309,43.444268],[1.202135,43.493463],[1.359316,43.5602],[1.351882,43.604464],[1.236545,43.650308],[1.11283,43.699616],[1.139083,43.75492],[1.115083,43.797776],[1.083306,43.816332],[0.953983,43.787372]]]}";31006;31;HAUTE-GARONNE;LANGUEDOC-ROUSSILLON-MIDI-PYRENEES;6;76
